gender,race/ethnicity,parental level of education,lunch,age,country_region,years_in_us,family_income_usd,financial_support,work_hours_per_week,scholarship_status,housing_type,study_hours_per_week,attendance_percentage,sleep_hours_per_day,screen_time_hours,campus_activity_participation,library_usage_hours,stress_level,homesickness_level,academic_pressure,social_support_score,visa_type,work_restriction_impact,prev_sem_gpa,english_proficiency_score,semester_gpa
female,group B,high school,standard,23.0,Nigeria,1.0,83315.0,Family,19.0,No,With relatives,36.0,60.0,4.2,6.5,0.0,7.0,5.0,10.0,2.0,8.0,F1,4.0,3.11,95.8,2.55
female,group D,some college,standard,24.0,Nigeria,2.0,116055.0,Family,10.0,Yes,Off-campus,14.0,79.0,6.9,9.4,1.0,10.8,5.0,8.0,6.0,1.0,F1,6.0,2.81,92.7,2.03
male,group C,some high school,free/reduced,25.0,South Korea,1.0,91344.0,Scholarship,25.0,No,With relatives,21.0,60.0,7.9,2.4,0.0,7.9,5.0,8.0,7.0,4.0,Other,8.0,2.78,83.9,2.14
female,group A,high school,standard,27.0,Germany,3.0,26796.0,Loan,10.0,No,With relatives,9.0,80.0,4.1,5.4,0.0,5.9,7.0,8.0,8.0,3.0,F1,8.0,3.62,97.3,1.92
female,group D,some college,standard,26.0,Germany,1.0,106716.0,Loan,26.0,Yes,With relatives,13.0,86.0,6.7,7.7,4.0,4.8,5.0,3.0,6.0,5.0,F1,3.0,2.82,93.5,2.41
female,group A,associate's degree,standard,19.0,China,1.0,74245.0,Loan,29.0,Yes,On-campus,37.0,70.0,8.3,5.7,2.0,9.2,7.0,10.0,8.0,5.0,F1,4.0,2.05,84.9,2.15
female,group B,some high school,standard,28.0,Nigeria,0.0,63056.0,Scholarship,10.0,No,On-campus,22.0,79.0,6.4,8.5,2.0,14.1,9.0,6.0,7.0,5.0,F1,1.0,2.12,91.8,2.03
female,group B,some college,standard,27.0,South Korea,1.0,37709.0,Scholarship,1.0,No,With relatives,13.0,67.0,4.0,3.4,3.0,10.1,5.0,7.0,2.0,4.0,F1,2.0,3.71,115.5,2.32
male,group C,associate's degree,free/reduced,19.0,Brazil,0.0,139664.0,Scholarship,29.0,No,With relatives,33.0,67.0,4.1,9.7,2.0,1.1,2.0,9.0,6.0,8.0,F1,9.0,3.92,92.1,2.7
male,group D,some high school,standard,22.0,Nigeria,4.0,78557.0,Scholarship,16.0,No,With relatives,18.0,66.0,6.1,5.1,3.0,6.9,5.0,10.0,9.0,3.0,F1,10.0,3.38,108.6,1.97
female,group D,associate's degree,free/reduced,22.0,South Korea,0.0,37543.0,Scholarship,8.0,No,On-campus,29.0,60.0,4.8,4.7,4.0,13.4,8.0,10.0,6.0,4.0,F1,10.0,2.73,104.5,1.95
male,group D,associate's degree,standard,23.0,South Korea,3.0,57418.0,Self-funded,27.0,No,With relatives,19.0,87.0,7.3,9.0,2.0,1.4,4.0,4.0,4.0,1.0,J1,2.0,3.88,97.1,2.67
male,group C,some college,free/reduced,20.0,India,0.0,114611.0,Self-funded,27.0,No,With relatives,10.0,77.0,7.5,6.5,4.0,14.8,2.0,5.0,7.0,7.0,F1,6.0,3.33,89.6,2.53
male,group C,some high school,standard,25.0,Brazil,4.0,123291.0,Loan,1.0,No,Off-campus,33.0,66.0,4.9,6.1,2.0,14.2,10.0,8.0,3.0,1.0,F1,7.0,3.69,94.8,2.25
female,group D,some college,free/reduced,18.0,India,3.0,133504.0,Family,28.0,No,Off-campus,19.0,71.0,8.4,7.8,2.0,1.2,3.0,1.0,5.0,2.0,F1,6.0,3.53,103.7,2.71
female,group C,high school,standard,23.0,China,2.0,123001.0,Loan,23.0,Yes,On-campus,33.0,69.0,6.2,6.6,4.0,14.0,9.0,6.0,1.0,7.0,J1,8.0,2.76,94.0,2.58
male,group D,associate's degree,standard,21.0,India,2.0,116038.0,Family,14.0,No,Off-campus,8.0,63.0,4.7,3.3,0.0,5.4,9.0,4.0,10.0,1.0,F1,9.0,2.96,88.6,1.62
female,group C,some high school,free/reduced,18.0,UK,0.0,36724.0,Scholarship,15.0,No,Off-campus,22.0,60.0,7.8,7.4,0.0,12.7,8.0,5.0,3.0,3.0,F1,8.0,2.37,84.7,2.19
female,group C,some college,free/reduced,24.0,India,0.0,23828.0,Family,24.0,Yes,Off-campus,20.0,73.0,7.9,3.1,0.0,6.3,8.0,5.0,8.0,6.0,F1,5.0,2.58,115.2,2.21
female,group B,bachelor's degree,free/reduced,26.0,UK,4.0,136656.0,Loan,3.0,Yes,On-campus,15.0,85.0,7.2,8.4,0.0,6.6,8.0,2.0,9.0,6.0,F1,8.0,3.56,97.6,2.45
male,group C,some college,standard,21.0,Nigeria,4.0,37087.0,Loan,7.0,No,Off-campus,18.0,74.0,8.3,9.9,2.0,9.5,8.0,8.0,9.0,6.0,F1,10.0,3.79,105.0,2.28
male,group D,associate's degree,standard,21.0,Germany,1.0,32605.0,Family,8.0,No,On-campus,7.0,72.0,7.7,5.0,1.0,11.6,8.0,2.0,10.0,2.0,F1,10.0,3.45,99.6,2.05
female,group C,high school,free/reduced,23.0,Other,4.0,51337.0,Self-funded,25.0,No,With relatives,22.0,76.0,8.4,5.6,4.0,0.5,1.0,4.0,2.0,2.0,F1,9.0,2.93,114.9,2.75
male,group D,associate's degree,free/reduced,29.0,Other,1.0,25482.0,Scholarship,25.0,Yes,Off-campus,24.0,60.0,6.2,2.4,1.0,8.9,6.0,5.0,4.0,6.0,Other,8.0,2.17,101.9,2.27
female,group C,some college,standard,20.0,South Korea,3.0,85333.0,Scholarship,4.0,Yes,On-campus,29.0,78.0,7.7,2.1,1.0,2.8,9.0,1.0,5.0,10.0,F1,2.0,2.11,99.2,2.67
female,group C,associate's degree,standard,29.0,Other,0.0,112541.0,Loan,15.0,No,Off-campus,17.0,84.0,9.0,9.4,3.0,5.2,8.0,6.0,3.0,5.0,F1,2.0,2.75,117.0,2.43
female,group D,high school,standard,23.0,UK,3.0,108296.0,Self-funded,12.0,No,With relatives,8.0,77.0,7.6,3.0,0.0,5.2,3.0,2.0,1.0,7.0,F1,3.0,2.93,108.8,2.75
female,group B,some college,standard,24.0,Brazil,4.0,70952.0,Family,29.0,No,On-campus,18.0,64.0,4.6,5.6,2.0,7.0,1.0,5.0,6.0,7.0,F1,7.0,3.22,84.5,2.5
female,group E,some college,standard,28.0,India,3.0,25463.0,Scholarship,6.0,No,On-campus,37.0,78.0,6.6,8.5,0.0,5.0,2.0,6.0,10.0,5.0,F1,9.0,2.01,87.1,2.4
female,group C,some high school,standard,27.0,UK,3.0,132164.0,Self-funded,25.0,No,On-campus,32.0,82.0,6.9,9.1,0.0,1.6,2.0,8.0,2.0,8.0,F1,8.0,3.98,111.5,3.11
male,group D,associate's degree,free/reduced,27.0,Brazil,3.0,90448.0,Scholarship,19.0,No,With relatives,12.0,75.0,4.9,6.2,1.0,2.2,7.0,9.0,9.0,10.0,F1,9.0,2.73,113.4,1.99
male,group D,some college,free/reduced,20.0,Germany,4.0,24648.0,Self-funded,16.0,No,With relatives,38.0,61.0,8.8,6.5,3.0,0.5,6.0,6.0,1.0,6.0,F1,6.0,3.7,101.8,2.99
female,group D,high school,standard,24.0,Other,3.0,53623.0,Self-funded,2.0,No,With relatives,9.0,72.0,4.9,7.4,0.0,7.1,2.0,5.0,9.0,5.0,F1,1.0,3.07,102.2,2.16
male,group B,high school,standard,20.0,Germany,1.0,79156.0,Loan,4.0,No,On-campus,9.0,68.0,4.9,9.7,4.0,14.3,8.0,4.0,7.0,4.0,F1,4.0,2.26,105.3,1.81
male,group B,high school,standard,19.0,Other,4.0,55634.0,Scholarship,18.0,No,With relatives,35.0,60.0,8.6,6.8,4.0,1.7,9.0,2.0,10.0,7.0,F1,6.0,3.6,97.6,2.63
female,group C,some high school,free/reduced,29.0,India,3.0,64602.0,Family,11.0,No,Off-campus,13.0,60.0,6.3,6.5,0.0,14.2,7.0,2.0,2.0,4.0,F1,6.0,3.42,107.2,2.44
male,group B,some college,standard,27.0,China,4.0,134598.0,Loan,28.0,No,With relatives,36.0,66.0,4.3,2.1,1.0,11.0,4.0,7.0,6.0,5.0,F1,8.0,3.05,84.3,2.46
female,group E,master's degree,standard,21.0,India,2.0,69334.0,Loan,26.0,Yes,On-campus,37.0,99.0,7.0,2.6,1.0,9.6,1.0,5.0,8.0,5.0,F1,1.0,3.03,118.5,2.91
male,group E,some college,standard,29.0,Nigeria,1.0,88648.0,Family,6.0,No,Off-campus,7.0,75.0,7.0,6.6,2.0,9.7,4.0,7.0,2.0,1.0,F1,2.0,2.17,110.0,2.02
male,group D,associate's degree,free/reduced,25.0,UK,3.0,42054.0,Loan,27.0,Yes,With relatives,34.0,78.0,4.3,9.5,3.0,12.4,4.0,1.0,5.0,1.0,J1,2.0,3.31,105.2,2.67
male,group A,high school,free/reduced,26.0,South Korea,2.0,90028.0,Self-funded,8.0,No,Off-campus,16.0,60.0,8.9,8.9,1.0,1.6,8.0,1.0,6.0,3.0,Other,6.0,3.82,92.7,2.48
male,group E,some college,free/reduced,24.0,China,2.0,42207.0,Self-funded,27.0,No,Off-campus,33.0,90.0,6.7,9.9,2.0,7.6,4.0,5.0,3.0,3.0,Other,7.0,2.19,86.4,2.61
female,group C,associate's degree,standard,18.0,India,4.0,100650.0,Scholarship,5.0,No,On-campus,7.0,60.0,6.8,6.2,4.0,10.5,4.0,2.0,2.0,2.0,J1,2.0,2.53,96.4,2.23
female,group E,associate's degree,free/reduced,20.0,Brazil,2.0,119821.0,Scholarship,28.0,Yes,Off-campus,30.0,76.0,6.6,8.3,4.0,8.8,2.0,8.0,6.0,2.0,F1,5.0,3.8,106.5,2.6
female,group C,bachelor's degree,free/reduced,29.0,China,1.0,101554.0,Family,25.0,No,Off-campus,34.0,74.0,7.1,8.7,4.0,12.5,10.0,3.0,3.0,6.0,F1,6.0,2.57,105.3,2.58
female,group D,associate's degree,standard,26.0,UK,1.0,41386.0,Scholarship,16.0,No,On-campus,13.0,77.0,5.3,7.2,0.0,1.1,7.0,1.0,2.0,1.0,F1,4.0,3.31,95.3,2.39
female,group C,some high school,standard,29.0,Other,0.0,103276.0,Self-funded,15.0,No,On-campus,30.0,63.0,5.4,4.7,3.0,10.4,4.0,2.0,1.0,6.0,F1,1.0,3.07,104.5,2.84
female,group D,some college,free/reduced,18.0,China,1.0,79518.0,Family,22.0,No,On-campus,6.0,89.0,6.6,5.8,2.0,8.0,6.0,10.0,8.0,5.0,Other,3.0,3.19,112.5,2.0
female,group C,associate's degree,standard,26.0,Other,2.0,72781.0,Family,2.0,No,Off-campus,7.0,82.0,8.0,8.9,3.0,5.7,3.0,10.0,1.0,6.0,F1,10.0,2.83,81.1,2.4
female,group A,bachelor's degree,standard,25.0,UK,1.0,72780.0,Scholarship,20.0,No,Off-campus,8.0,72.0,4.2,4.4,0.0,5.1,7.0,7.0,5.0,5.0,F1,9.0,2.6,98.0,1.9
female,group D,associate's degree,standard,18.0,India,4.0,81440.0,Self-funded,25.0,Yes,Off-campus,29.0,78.0,7.0,9.4,2.0,9.3,6.0,6.0,6.0,7.0,F1,6.0,2.1,110.3,2.39
male,group C,high school,free/reduced,23.0,UK,0.0,64199.0,Family,3.0,Yes,On-campus,17.0,66.0,8.0,3.8,2.0,13.4,3.0,8.0,3.0,1.0,J1,2.0,3.49,101.8,2.38
female,group E,bachelor's degree,standard,22.0,China,2.0,81035.0,Self-funded,9.0,No,With relatives,39.0,81.0,4.8,8.0,1.0,7.4,4.0,7.0,7.0,3.0,J1,9.0,3.49,106.1,2.58
female,group B,some high school,standard,23.0,Brazil,0.0,28210.0,Self-funded,4.0,No,Off-campus,27.0,67.0,4.1,7.0,3.0,12.4,10.0,10.0,2.0,6.0,F1,4.0,3.34,100.7,2.22
male,group A,bachelor's degree,standard,27.0,Germany,2.0,64363.0,Self-funded,20.0,Yes,With relatives,13.0,84.0,5.6,8.0,3.0,6.0,5.0,8.0,7.0,1.0,J1,8.0,3.29,119.7,2.05
female,group D,some college,standard,29.0,China,4.0,131175.0,Scholarship,21.0,Yes,On-campus,6.0,64.0,6.9,5.5,1.0,1.5,9.0,3.0,2.0,7.0,F1,10.0,2.49,82.2,2.2
female,group B,some high school,free/reduced,22.0,UK,0.0,98279.0,Loan,29.0,Yes,Off-campus,35.0,63.0,4.7,9.5,4.0,0.9,6.0,6.0,5.0,4.0,F1,7.0,2.04,99.6,2.2
male,group A,bachelor's degree,free/reduced,23.0,Germany,3.0,80348.0,Loan,9.0,No,With relatives,6.0,72.0,6.1,7.1,0.0,0.8,4.0,7.0,7.0,3.0,F1,3.0,3.62,83.7,2.12
male,group D,high school,standard,22.0,UK,2.0,75284.0,Family,11.0,No,Off-campus,36.0,60.0,6.8,4.3,3.0,5.7,7.0,10.0,3.0,10.0,F1,8.0,2.98,86.4,2.6
male,group C,some college,standard,28.0,Brazil,3.0,127628.0,Self-funded,9.0,No,Off-campus,22.0,60.0,7.0,7.1,1.0,5.1,2.0,1.0,4.0,9.0,F1,4.0,2.61,95.3,2.8
male,group D,high school,standard,29.0,UK,0.0,129835.0,Scholarship,28.0,No,Off-campus,17.0,87.0,5.4,4.3,2.0,10.8,4.0,1.0,1.0,1.0,F1,2.0,2.2,86.2,2.46
female,group D,associate's degree,free/reduced,22.0,India,3.0,92124.0,Self-funded,12.0,No,With relatives,9.0,61.0,6.0,4.3,1.0,11.1,5.0,7.0,3.0,8.0,Other,5.0,2.13,118.5,2.11
male,group C,some college,standard,21.0,South Korea,3.0,88847.0,Self-funded,10.0,Yes,On-campus,14.0,84.0,7.9,5.2,4.0,0.8,4.0,3.0,9.0,1.0,F1,1.0,2.7,117.9,2.21
female,group E,some high school,standard,20.0,Other,0.0,42432.0,Scholarship,21.0,Yes,Off-campus,29.0,85.0,8.7,8.8,0.0,3.3,4.0,3.0,10.0,5.0,F1,8.0,3.61,93.4,2.77
female,group D,some college,standard,20.0,Other,4.0,146252.0,Loan,15.0,Yes,On-campus,38.0,100.0,8.3,6.0,4.0,4.1,9.0,5.0,5.0,10.0,F1,8.0,3.84,105.6,3.15
male,group D,master's degree,standard,21.0,China,3.0,84089.0,Self-funded,7.0,No,On-campus,34.0,81.0,6.8,7.4,2.0,8.2,2.0,6.0,8.0,8.0,F1,3.0,3.79,101.4,2.94
female,group B,some high school,standard,26.0,South Korea,3.0,75398.0,Self-funded,7.0,No,With relatives,11.0,70.0,6.1,5.1,2.0,2.2,6.0,2.0,2.0,6.0,F1,1.0,3.84,112.6,2.66
female,group B,associate's degree,free/reduced,19.0,UK,4.0,119291.0,Loan,26.0,Yes,With relatives,10.0,94.0,5.7,4.1,2.0,2.0,8.0,3.0,3.0,7.0,F1,4.0,3.82,105.1,2.65
male,group C,associate's degree,standard,26.0,Brazil,3.0,23321.0,Scholarship,24.0,No,On-campus,7.0,78.0,4.6,9.6,2.0,14.2,8.0,6.0,7.0,8.0,F1,9.0,3.05,80.0,2.07
female,group C,associate's degree,standard,18.0,China,3.0,101348.0,Family,7.0,No,Off-campus,17.0,96.0,4.5,6.8,1.0,12.1,7.0,3.0,10.0,6.0,F1,9.0,2.44,110.5,2.16
female,group C,high school,standard,18.0,UK,3.0,57383.0,Loan,12.0,No,With relatives,7.0,76.0,7.4,9.5,2.0,2.7,10.0,5.0,4.0,6.0,F1,1.0,3.6,109.9,2.29
male,group E,associate's degree,free/reduced,22.0,Germany,1.0,133816.0,Family,26.0,Yes,Off-campus,30.0,73.0,5.3,3.6,2.0,6.1,4.0,9.0,9.0,6.0,F1,7.0,2.43,100.4,2.17
female,group C,some college,free/reduced,23.0,Nigeria,4.0,98682.0,Family,1.0,No,Off-campus,28.0,72.0,5.3,3.2,1.0,5.3,7.0,3.0,7.0,5.0,J1,6.0,2.53,116.1,2.31
male,group D,some high school,free/reduced,23.0,UK,3.0,143053.0,Loan,29.0,No,Off-campus,10.0,60.0,9.0,8.8,2.0,11.9,10.0,6.0,1.0,8.0,F1,7.0,2.47,116.3,2.24
female,group B,some high school,free/reduced,20.0,South Korea,4.0,99190.0,Self-funded,29.0,Yes,On-campus,16.0,90.0,4.9,7.4,4.0,7.7,6.0,5.0,4.0,2.0,F1,7.0,3.03,101.0,2.28
male,group C,high school,standard,24.0,China,2.0,72893.0,Family,11.0,No,Off-campus,6.0,60.0,4.7,3.5,4.0,1.9,6.0,5.0,10.0,7.0,F1,8.0,2.64,104.3,1.83
male,group B,some college,standard,26.0,South Korea,2.0,55820.0,Family,9.0,Yes,On-campus,15.0,60.0,4.5,4.2,3.0,11.1,2.0,6.0,6.0,4.0,F1,8.0,2.31,119.9,2.05
male,group E,some college,standard,28.0,China,3.0,141262.0,Scholarship,11.0,No,On-campus,38.0,74.0,6.9,8.4,4.0,6.0,8.0,6.0,6.0,1.0,F1,10.0,2.91,92.0,2.34
female,group E,associate's degree,standard,29.0,UK,4.0,86262.0,Self-funded,10.0,No,Off-campus,30.0,75.0,7.1,5.6,0.0,3.9,8.0,1.0,10.0,5.0,Other,2.0,3.75,93.0,2.61
male,group E,some high school,standard,27.0,India,4.0,23760.0,Family,14.0,No,Off-campus,22.0,60.0,5.8,7.4,0.0,5.6,7.0,9.0,6.0,3.0,F1,4.0,3.14,87.3,2.02
female,group D,high school,free/reduced,25.0,Germany,4.0,42190.0,Scholarship,15.0,No,Off-campus,25.0,92.0,6.7,4.5,0.0,7.5,9.0,5.0,5.0,4.0,F1,4.0,3.76,115.8,2.58
male,group C,some college,standard,23.0,UK,1.0,87411.0,Self-funded,16.0,No,Off-campus,26.0,60.0,7.9,5.0,1.0,5.1,8.0,1.0,3.0,7.0,F1,10.0,2.39,109.8,2.58
female,group B,associate's degree,free/reduced,29.0,Other,2.0,43377.0,Loan,25.0,No,On-campus,34.0,77.0,8.1,9.9,4.0,3.6,9.0,8.0,2.0,5.0,F1,8.0,2.33,84.2,2.44
male,group A,some high school,free/reduced,25.0,South Korea,4.0,66737.0,Loan,1.0,No,Off-campus,34.0,60.0,8.8,4.0,0.0,6.0,9.0,7.0,3.0,4.0,F1,3.0,3.15,119.3,2.49
female,group C,some college,standard,29.0,Nigeria,4.0,89569.0,Scholarship,17.0,No,Off-campus,12.0,89.0,8.1,6.1,3.0,0.3,6.0,7.0,9.0,1.0,F1,3.0,2.93,109.2,2.02
male,group D,some high school,standard,22.0,Nigeria,1.0,58211.0,Loan,11.0,No,On-campus,38.0,60.0,6.8,8.8,1.0,11.6,2.0,5.0,3.0,6.0,F1,2.0,3.32,114.0,2.94
female,group E,some college,free/reduced,25.0,Brazil,1.0,102909.0,Family,18.0,No,With relatives,13.0,60.0,4.9,3.9,3.0,2.6,7.0,1.0,3.0,10.0,J1,1.0,3.59,81.9,2.65
male,group C,master's degree,standard,27.0,China,4.0,23744.0,Self-funded,25.0,No,With relatives,24.0,60.0,4.5,5.3,4.0,0.7,3.0,9.0,1.0,6.0,F1,8.0,3.5,100.2,2.54
male,group C,associate's degree,standard,29.0,South Korea,0.0,145566.0,Family,22.0,No,On-campus,29.0,79.0,4.3,6.9,2.0,9.8,7.0,9.0,2.0,7.0,J1,9.0,3.88,107.9,2.64
female,group B,some college,free/reduced,21.0,Brazil,4.0,44995.0,Family,17.0,No,With relatives,23.0,66.0,7.3,5.8,3.0,11.6,9.0,8.0,3.0,1.0,J1,9.0,2.8,101.7,2.07
male,group D,associate's degree,standard,27.0,South Korea,4.0,36977.0,Loan,29.0,No,On-campus,9.0,71.0,8.0,5.7,2.0,12.2,10.0,5.0,2.0,4.0,J1,8.0,2.41,106.7,2.08
male,group C,high school,free/reduced,25.0,Other,1.0,149508.0,Family,16.0,No,Off-campus,15.0,60.0,6.5,4.9,1.0,7.4,10.0,3.0,8.0,9.0,F1,5.0,3.1,112.7,2.21
male,group D,bachelor's degree,standard,27.0,China,1.0,117938.0,Loan,29.0,No,Off-campus,19.0,73.0,4.3,6.7,3.0,3.1,2.0,8.0,6.0,10.0,F1,1.0,2.22,95.0,2.32
female,group A,associate's degree,free/reduced,29.0,UK,4.0,54542.0,Self-funded,5.0,No,With relatives,12.0,60.0,6.7,7.0,3.0,11.1,6.0,1.0,7.0,6.0,F1,9.0,2.58,113.9,2.23
female,group C,high school,standard,19.0,UK,4.0,30651.0,Self-funded,24.0,No,Off-campus,23.0,84.0,8.7,7.2,1.0,10.5,6.0,3.0,1.0,2.0,F1,6.0,2.42,86.5,2.6
female,group C,associate's degree,standard,29.0,Nigeria,4.0,119239.0,Family,14.0,No,With relatives,27.0,73.0,7.0,2.6,1.0,3.7,9.0,7.0,6.0,4.0,Other,7.0,2.79,90.8,2.19
male,group B,some college,free/reduced,29.0,UK,1.0,98931.0,Scholarship,2.0,No,With relatives,31.0,60.0,8.0,7.0,0.0,13.6,9.0,4.0,2.0,6.0,F1,8.0,2.22,81.7,2.46
male,group D,associate's degree,standard,22.0,UK,4.0,115344.0,Loan,5.0,No,Off-campus,36.0,79.0,8.0,9.6,4.0,1.6,5.0,7.0,6.0,4.0,F1,5.0,2.06,94.6,2.42
male,group D,high school,standard,26.0,Other,4.0,122112.0,Loan,2.0,No,Off-campus,30.0,75.0,8.7,6.3,3.0,14.7,5.0,5.0,3.0,10.0,F1,6.0,3.31,95.2,3.03
male,group C,some college,standard,21.0,India,3.0,36715.0,Family,29.0,No,With relatives,31.0,64.0,7.9,7.7,3.0,12.9,9.0,6.0,7.0,7.0,F1,7.0,3.22,112.2,2.44
female,group C,bachelor's degree,free/reduced,28.0,Nigeria,0.0,64409.0,Loan,28.0,No,Off-campus,23.0,60.0,7.7,6.5,1.0,10.3,8.0,7.0,3.0,3.0,F1,7.0,3.42,106.1,2.33
male,group B,some college,standard,23.0,Brazil,2.0,44306.0,Loan,0.0,No,On-campus,33.0,84.0,5.2,8.8,1.0,14.1,7.0,10.0,9.0,6.0,F1,2.0,3.32,97.5,2.29
male,group D,some high school,standard,18.0,Germany,0.0,39086.0,Scholarship,29.0,Yes,Off-campus,37.0,69.0,4.3,9.4,4.0,10.8,8.0,7.0,3.0,4.0,F1,1.0,2.23,106.1,2.25
male,group E,some college,standard,26.0,India,3.0,34376.0,Scholarship,12.0,Yes,Off-campus,23.0,72.0,6.6,3.5,1.0,2.9,6.0,7.0,7.0,3.0,F1,8.0,2.58,82.1,2.11
male,group C,master's degree,free/reduced,18.0,Brazil,2.0,81350.0,Family,27.0,Yes,On-campus,23.0,77.0,4.6,5.5,2.0,6.6,3.0,7.0,4.0,3.0,F1,5.0,2.26,87.2,2.22
female,group C,some high school,standard,22.0,China,4.0,91425.0,Scholarship,20.0,No,Off-campus,37.0,90.0,8.8,5.1,2.0,1.1,7.0,7.0,8.0,2.0,F1,10.0,3.69,105.1,2.62
male,group C,associate's degree,free/reduced,21.0,India,3.0,123358.0,Family,25.0,Yes,Off-campus,20.0,60.0,5.4,5.2,2.0,5.8,8.0,3.0,2.0,3.0,F1,2.0,3.49,105.7,2.4
female,group E,associate's degree,standard,29.0,Other,4.0,56636.0,Self-funded,13.0,Yes,With relatives,27.0,95.0,8.3,3.0,2.0,11.1,8.0,3.0,8.0,10.0,F1,3.0,2.4,111.0,2.66
male,group D,some college,standard,20.0,Brazil,1.0,106120.0,Family,12.0,No,Off-campus,11.0,60.0,5.9,8.5,4.0,5.8,1.0,7.0,9.0,1.0,F1,6.0,2.68,96.1,1.88
male,group E,bachelor's degree,free/reduced,23.0,China,3.0,134889.0,Self-funded,26.0,No,Off-campus,30.0,68.0,5.6,2.3,3.0,5.0,7.0,2.0,8.0,3.0,J1,10.0,3.93,108.9,2.53
female,group D,some college,free/reduced,19.0,Nigeria,1.0,71649.0,Family,3.0,No,On-campus,36.0,60.0,8.7,6.2,2.0,8.9,3.0,2.0,6.0,9.0,J1,6.0,3.19,107.4,3.04
male,group B,some college,standard,20.0,Germany,3.0,54610.0,Loan,6.0,No,With relatives,16.0,77.0,5.8,7.3,1.0,13.1,2.0,3.0,10.0,4.0,Other,8.0,3.6,118.5,2.44
female,group C,high school,free/reduced,22.0,China,3.0,30058.0,Scholarship,21.0,Yes,With relatives,12.0,72.0,6.0,3.7,2.0,0.7,2.0,4.0,1.0,3.0,F1,5.0,2.53,88.6,2.42
female,group D,some high school,standard,26.0,UK,1.0,144876.0,Self-funded,9.0,No,With relatives,9.0,60.0,4.5,9.2,4.0,5.8,8.0,6.0,7.0,8.0,J1,5.0,2.42,102.1,1.86
male,group D,some high school,standard,19.0,South Korea,2.0,148265.0,Family,6.0,No,Off-campus,32.0,81.0,7.4,8.7,1.0,2.4,9.0,8.0,1.0,1.0,J1,7.0,3.57,104.1,2.53
female,group B,high school,standard,27.0,China,0.0,94637.0,Scholarship,20.0,No,With relatives,9.0,62.0,5.4,5.8,2.0,10.4,3.0,10.0,7.0,5.0,J1,10.0,3.37,119.9,2.02
male,group D,some college,standard,25.0,China,4.0,98033.0,Family,14.0,No,On-campus,30.0,63.0,6.9,5.3,3.0,1.6,3.0,10.0,2.0,1.0,F1,5.0,3.36,88.0,2.45
female,group B,high school,standard,19.0,Germany,3.0,90194.0,Scholarship,14.0,No,With relatives,9.0,72.0,7.0,3.9,1.0,10.0,6.0,7.0,8.0,7.0,Other,9.0,3.11,100.9,2.14
female,group C,high school,standard,28.0,South Korea,4.0,96917.0,Scholarship,3.0,No,On-campus,26.0,75.0,7.6,7.8,1.0,4.3,10.0,4.0,2.0,5.0,F1,6.0,3.13,93.8,2.56
male,group B,high school,standard,22.0,UK,1.0,84200.0,Family,22.0,No,With relatives,19.0,62.0,7.7,3.1,3.0,3.0,1.0,2.0,3.0,2.0,F1,7.0,3.47,101.0,2.73
female,group D,some high school,standard,24.0,Brazil,4.0,125848.0,Self-funded,22.0,Yes,With relatives,17.0,71.0,6.6,7.4,1.0,14.0,6.0,2.0,3.0,1.0,F1,8.0,2.54,89.3,2.28
male,group A,some college,free/reduced,25.0,Brazil,1.0,126022.0,Self-funded,5.0,Yes,On-campus,32.0,60.0,5.7,8.7,2.0,0.3,3.0,4.0,1.0,7.0,F1,5.0,2.71,81.9,2.8
male,group B,high school,standard,18.0,China,4.0,66619.0,Loan,23.0,Yes,With relatives,37.0,60.0,8.2,3.8,1.0,6.6,4.0,6.0,5.0,1.0,F1,4.0,3.74,102.9,2.67
male,group D,bachelor's degree,standard,23.0,Other,0.0,37154.0,Scholarship,19.0,Yes,With relatives,27.0,73.0,5.5,8.9,2.0,0.3,9.0,3.0,5.0,3.0,F1,8.0,2.62,93.4,2.25
female,group B,some high school,free/reduced,18.0,Other,0.0,39539.0,Loan,25.0,No,With relatives,37.0,67.0,6.5,2.3,3.0,7.3,3.0,6.0,10.0,6.0,F1,10.0,3.09,87.3,2.54
female,group C,bachelor's degree,free/reduced,19.0,South Korea,0.0,145381.0,Loan,4.0,Yes,Off-campus,22.0,78.0,6.0,9.3,0.0,7.5,1.0,5.0,5.0,6.0,J1,9.0,3.41,93.0,2.75
male,group B,some college,standard,18.0,South Korea,0.0,80058.0,Family,19.0,No,On-campus,34.0,65.0,8.3,2.9,3.0,4.8,3.0,5.0,9.0,7.0,F1,1.0,4.0,82.0,2.87
female,group B,some high school,free/reduced,28.0,UK,0.0,82068.0,Family,11.0,Yes,With relatives,30.0,60.0,6.2,7.2,2.0,2.0,7.0,2.0,6.0,1.0,F1,3.0,2.87,118.0,2.3
female,group B,high school,standard,22.0,Germany,0.0,97313.0,Family,0.0,Yes,On-campus,20.0,72.0,5.9,4.0,4.0,5.6,7.0,8.0,6.0,7.0,F1,4.0,2.86,103.2,2.21
female,group C,some college,free/reduced,27.0,Nigeria,1.0,119932.0,Scholarship,27.0,No,On-campus,17.0,60.0,7.4,8.7,3.0,10.1,5.0,5.0,3.0,2.0,F1,7.0,3.69,112.6,2.44
